id_commande,date_commande,client_id,ville_client,categorie_produit,nom_produit,quantite,prix_unitaire,remise_pourcentage,mode_paiement,canal_vente,delai_livraison_jours,note_satisfaction,statut_commande
103821,2025-12-12,1897,Lyon,Electronique,Ordinateur portable,2,280.73,0,Virement,Site web,8.0,5.0,Livree
104367,2024-06-03,1779,Lille,Vetements,T-shirt,1,19.13,0,PayPal,Application mobile,9.0,4.0,Livree
102265,2025-09-05,1354,Toulouse,Sport,Velo,4,70.72,15,Virement,Site web,1.0,3.0,Livree
101859,2024-11-23,1850,Bordeaux,Livres,Essai,1,17.79,10,CB,Application mobile,8.0,,Livree
101192,2025-03-02,1320,Bordeaux,Electronique,Casque audio,2,280.93,0,CB,Site web,2.0,5.0,Livree
103907,2025-04-11,2425,Lyon,Maison,Lampe,5,40.96,15,Especes,Site web,1.0,2.0,Livree
102511,2025-06-23,2040,Lyon,Maison,Coussin,1,11.24,0,PayPal,Magasin,3.0,1.0,Livree
103103,2025-01-23,2360,Lyon,Beaute,Shampoing,1,21.98,30,PayPal,Application mobile,11.0,5.0,Livree
104301,2024-08-05,1775,Strasbourg,Maison,Etagere,2,40.78,5,CB,Application mobile,7.0,2.0,Livree
100866,2025-07-15,1930,Paris,Maison,Etagere,1,57.55,0,PayPal,Site web,10.0,,Livree
103633,2024-07-26,2185,Bordeaux,Maison,Set de cuisine,5,40.37,0,CB,Site web,5.0,5.0,Annulee
102919,2025-05-15,1549,,Vetements,T-shirt,2,46.72,0,CB,Application mobile,11.0,4.0,Livree
100341,2025-05-05,1798,Lille,Maison,Etagere,1,30.66,0,CB,Application mobile,10.0,4.0,Livree
101143,2024-07-14,1242,Lyon,Beaute,Shampoing,3,18.23,20,PayPal,Application mobile,4.0,3.0,Livree
104708,2024-05-08,1396,Toulouse,Vetements,T-shirt,2,37.96,15,CB,Site web,4.0,,Annulee
102243,2025-05-23,1564,Strasbourg,Electronique,Tablette,2,301.61,20,Especes,Application mobile,4.0,4.0,Annulee
103650,2025-01-16,1413,Lille,Maison,Lampe,3,22.06,0,CB,Application mobile,3.0,5.0,Annulee
100290,2025-09-19,1654,Lille,Electronique,Casque audio,2,223.18,20,Especes,Application mobile,12.0,5.0,Livree
104107,2025-01-17,1956,Paris,Maison,Etagere,1,34.57,0,CB,Site web,7.0,4.0,Livree
104099,2024-07-28,1858,Strasbourg,Vetements,Robe,1,23.04,0,CB,Magasin,12.0,5.0,Livree
103761,2024-09-14,1869,Toulouse,Maison,Tapis,4,45.28,0,Virement,Site web,9.0,5.0,Livree
103070,2025-12-22,2401,Paris,Vetements,Baskets,1,20.79,0,CB,Magasin,2.0,5.0,En cours
102076,2025-06-10,2261,Toulouse,Vetements,Baskets,1,32.76,5,CB,Site web,9.0,5.0,Retournee
103510,2025-08-01,1354,Strasbourg,Sport,Ballon,3,41.96,15,PayPal,Magasin,6.0,5.0,Retournee
103986,2025-02-06,2431,Toulouse,Vetements,Baskets,2,34.16,20,CB,Application mobile,6.0,4.0,Retournee
100600,2025-11-17,1974,,Beaute,Parfum,3,21.55,5,PayPal,Magasin,12.0,5.0,Livree
103644,2025-08-12,1055,Lyon,Maison,Lampe,5,55.05,0,CB,Site web,1.0,5.0,Livree
102622,2024-12-04,1965,Toulouse,Vetements,T-shirt,1,47.28,0,Especes,Site web,14.0,3.0,Livree
101331,2024-04-09,2187,Nantes,Electronique,Casque audio,2,211.54,20,CB,Magasin,3.0,5.0,Annulee
100393,2025-07-20,1408,Lille,Sport,Tapis de yoga,5,74.27,0,CB,Site web,4.0,5.0,Livree
103725,2025-02-15,1798,Paris,Maison,Tapis,3,63.15,10,CB,Application mobile,14.0,4.0,Livree
100765,2025-02-19,1703,Bordeaux,Maison,Lampe,2,43.19,0,CB,Application mobile,1.0,2.0,Livree
102679,2025-01-29,1345,Strasbourg,Beaute,Parfum,3,15.69,30,CB,Site web,10.0,1.0,Livree
104491,2025-12-30,2055,Bordeaux,Beaute,Rouge a levres,1,16.42,0,Virement,Magasin,13.0,4.0,Livree
100688,2025-12-11,1930,Lille,Beaute,Serum,2,24.58,20,PayPal,Site web,5.0,3.0,Livree
102956,2025-12-17,2226,Lyon,Beaute,Parfum,3,17.06,0,Virement,Magasin,3.0,4.0,Livree
102157,2025-03-13,2127,Toulouse,Livres,BD,2,10.27,10,CB,Magasin,1.0,4.0,Livree
101402,2025-01-29,1769,Toulouse,Maison,Etagere,1,23.31,30,CB,Site web,11.0,2.0,Livree
102916,2025-07-18,2261,Nantes,Vetements,T-shirt,2,37.22,15,PayPal,Magasin,8.0,4.0,Livree
102160,2024-08-02,1306,Toulouse,Sport,Ballon,1,62.21,15,PayPal,Magasin,,4.0,En cours
103261,2025-09-11,2324,Strasbourg,Vetements,Jean,5,47.0,20,CB,Application mobile,3.0,4.0,Livree
103281,2025-11-05,1857,Toulouse,Sport,Halteres,2,55.6,0,CB,Site web,11.0,5.0,Livree
100204,2024-10-23,2193,Strasbourg,Maison,Lampe,2,55.3,10,Especes,Site web,2.0,4.0,Livree
102348,2024-07-02,1097,Lyon,Electronique,Tablette,2,340.31,0,CB,Magasin,3.0,4.0,Livree
102720,2025-01-28,1213,Toulouse,Vetements,Robe,1,22.84,30,CB,Application mobile,1.0,4.0,Livree
104961,2025-09-29,2254,Lyon,Sport,Ballon,5,36.51,30,CB,Application mobile,7.0,4.0,Livree
104286,2025-03-10,2434,Bordeaux,Beaute,Rouge a levres,3,23.71,0,Especes,Site web,11.0,2.0,Livree
100699,2025-12-09,1675,Paris,Vetements,T-shirt,3,46.7,20,PayPal,Site web,4.0,3.0,Livree
103536,2024-11-03,1047,Lyon,Beaute,Parfum,3,17.42,20,CB,Application mobile,2.0,4.0,Livree
100886,2024-06-17,1505,Strasbourg,Vetements,Baskets,4,35.09,10,CB,Application mobile,7.0,4.0,Livree
101873,2025-11-16,1146,Nantes,Beaute,Creme visage,4,12.53,10,Especes,Magasin,5.0,,Annulee
101722,2024-02-27,1675,Lyon,Electronique,Tablette,2,346.71,10,CB,Site web,3.0,3.0,Retournee
101479,2024-03-30,1919,Nantes,Electronique,Casque audio,1,273.94,10,CB,Application mobile,10.0,,Livree
102555,2024-06-12,1272,Marseille,Electronique,Ordinateur portable,3,149.46,15,PayPal,Site web,10.0,3.0,Livree
104154,2025-03-05,1580,Strasbourg,Electronique,Casque audio,1,366.7,30,CB,Application mobile,2.0,5.0,Livree
101951,2024-11-10,2027,Nantes,Electronique,Ordinateur portable,2,351.97,30,CB,Application mobile,7.0,2.0,Livree
101337,2024-12-18,1180,Lyon,Maison,Set de cuisine,1,40.42,0,Especes,Site web,6.0,3.0,Livree
104722,2025-01-14,2134,Lille,Electronique,Smartphone,4,243.32,15,CB,Site web,1.0,4.0,Livree
101611,2024-08-02,1630,Toulouse,Maison,Lampe,5,64.82,30,Virement,Application mobile,,5.0,En cours
101480,2025-08-05,1781,Toulouse,Sport,Halteres,1,46.59,0,PayPal,Site web,5.0,5.0,Annulee
104936,2025-12-08,1308,Strasbourg,Sport,Ballon,2,51.3,10,CB,Site web,6.0,,Annulee
103590,2025-08-01,1081,Lyon,Livres,Livre de cuisine,3,14.13,5,Especes,Site web,12.0,3.0,Livree
103786,2025-01-16,2158,Strasbourg,Sport,Velo,2,77.42,5,CB,Magasin,14.0,,Annulee
100012,2025-04-01,1705,Lyon,Vetements,Jean,4,14.98,0,CB,Application mobile,12.0,4.0,Livree
102579,2024-02-07,2384,Paris,Electronique,Enceinte bluetooth,2,197.52,20,CB,Site web,11.0,,Livree
103749,2025-11-13,1502,Lyon,Beaute,Serum,1,19.91,10,CB,Magasin,13.0,3.0,Livree
101904,2025-10-22,1787,Paris,Maison,Coussin,2,31.15,0,CB,Site web,2.0,5.0,En cours
104457,2024-12-08,2386,Strasbourg,Maison,Coussin,2,42.92,20,Especes,Magasin,4.0,,Annulee
102176,2024-08-21,1652,Strasbourg,Beaute,Shampoing,1,23.96,30,CB,Magasin,12.0,3.0,Livree
101552,2024-02-20,1820,,Beaute,Parfum,3,16.05,0,Virement,Application mobile,13.0,3.0,Livree
102864,2024-05-04,1727,Lille,Vetements,T-shirt,2,63.04,5,CB,Magasin,10.0,4.0,En cours
104085,2025-09-08,1453,Lyon,Vetements,T-shirt,1,40.23,5,CB,Site web,2.0,4.0,Livree
100851,2025-07-31,1488,Lille,Beaute,Creme visage,3,16.86,5,CB,Site web,9.0,1.0,Annulee
100792,2025-09-03,1273,Paris,Vetements,Robe,2,29.76,30,CB,Application mobile,8.0,5.0,Livree
101183,2024-07-15,1224,Strasbourg,Beaute,Parfum,4,26.5,15,CB,Site web,5.0,3.0,Retournee
103090,2025-04-28,1112,Toulouse,Vetements,Robe,4,32.06,5,PayPal,Site web,10.0,4.0,Livree
101388,2025-10-27,1927,Paris,Electronique,Ordinateur portable,2,330.03,30,Especes,Site web,6.0,5.0,Livree
100906,2025-06-10,1431,Toulouse,Beaute,Rouge a levres,4,19.09,10,CB,Site web,10.0,,Retournee
103374,2025-03-30,1075,Strasbourg,Livres,Livre de cuisine,1,17.93,10,PayPal,Site web,9.0,5.0,Retournee
100568,2025-07-05,2147,Lyon,Maison,Etagere,2,42.76,20,CB,Magasin,1.0,2.0,Livree
103784,2024-02-29,1431,Toulouse,Maison,Lampe,2,,0,CB,Site web,10.0,4.0,Livree
103785,2025-10-24,1214,Toulouse,Beaute,Parfum,1,21.18,0,Virement,Site web,5.0,,Annulee
102490,2024-06-07,1753,,Electronique,Enceinte bluetooth,1,330.62,0,CB,Application mobile,13.0,1.0,Livree
103242,2024-11-15,1599,Strasbourg,Sport,Halteres,2,44.55,0,PayPal,Site web,6.0,5.0,Livree
102785,2025-09-23,1880,Nantes,Electronique,Casque audio,1,198.03,20,CB,Site web,4.0,4.0,Livree
104193,2025-08-02,1866,Lille,Livres,Manuel scolaire,1,16.31,5,Virement,Site web,14.0,5.0,En cours
104825,2024-01-31,1342,Nantes,Vetements,Robe,5,30.15,30,CB,Application mobile,10.0,2.0,Livree
102269,2025-08-29,2168,Nantes,Electronique,Enceinte bluetooth,2,209.62,15,CB,Site web,13.0,1.0,En cours
101893,2024-07-22,1859,Paris,Maison,Coussin,3,75.73,20,CB,Site web,11.0,,Annulee
103134,2025-11-22,2312,Lille,Vetements,Robe,2,34.74,5,CB,Site web,14.0,5.0,Livree
103811,2025-11-29,1715,Lyon,Electronique,Tablette,4,254.22,0,PayPal,Application mobile,4.0,4.0,Livree
104398,2025-08-16,1610,Lyon,Maison,Etagere,5,46.15,15,CB,Magasin,8.0,1.0,Livree
100488,2024-07-02,1624,Paris,Vetements,T-shirt,1,35.9,0,CB,Application mobile,3.0,2.0,Livree
100257,2024-07-25,1061,Bordeaux,Beaute,Shampoing,1,20.01,15,Especes,Application mobile,8.0,2.0,Livree
100744,2024-12-31,1527,Nantes,Beaute,Creme visage,2,18.11,15,CB,Magasin,1.0,5.0,Livree
100432,2025-08-31,2407,Nantes,Maison,Coussin,5,48.47,30,CB,Site web,12.0,4.0,Livree
100687,2024-03-13,1173,Nantes,Electronique,Ordinateur portable,1,266.68,30,Especes,Application mobile,2.0,5.0,Livree
103733,2024-12-15,2022,Paris,Maison,Set de cuisine,5,82.98,15,CB,Magasin,12.0,5.0,Livree
103366,2025-10-03,2047,Toulouse,Beaute,Creme visage,2,23.9,20,CB,Site web,11.0,5.0,Livree
102197,2024-06-24,1173,Lyon,Livres,Manuel scolaire,4,6.01,0,PayPal,Site web,10.0,5.0,Livree
103501,2024-08-23,2301,Strasbourg,Beaute,Creme visage,1,12.76,10,PayPal,Magasin,8.0,4.0,Livree
102756,2025-01-25,2195,Marseille,Maison,Lampe,3,32.02,30,Virement,Magasin,8.0,5.0,Livree
104751,2024-02-13,2266,Paris,Sport,Montre connectee,1,74.59,0,PayPal,Site web,2.0,5.0,Livree
104245,2024-05-11,2267,Paris,Electronique,Tablette,2,175.78,0,Especes,Site web,9.0,5.0,Livree
102346,2025-07-08,2162,Lyon,Vetements,T-shirt,3,30.31,20,Virement,Site web,8.0,5.0,Livree
101774,2025-10-03,1797,Marseille,Beaute,Shampoing,3,20.08,15,CB,Magasin,11.0,4.0,Livree
103867,2025-08-09,1490,Strasbourg,Electronique,Tablette,4,255.67,10,CB,Application mobile,11.0,4.0,Livree
104863,2024-10-25,2190,Strasbourg,Electronique,Tablette,5,209.6,15,CB,Site web,13.0,3.0,Livree
101397,2024-09-22,1446,Nantes,Maison,Tapis,3,36.97,0,CB,Application mobile,11.0,4.0,Retournee
102145,2025-11-21,1720,Strasbourg,Electronique,Ordinateur portable,1,329.06,0,CB,Site web,10.0,3.0,Annulee
102518,2025-03-07,1998,Lille,Beaute,Rouge a levres,5,22.0,10,PayPal,Site web,6.0,,Livree
101852,2025-02-24,1049,Lyon,Maison,Etagere,2,63.71,20,CB,Site web,9.0,4.0,Livree
100507,2024-03-12,2210,Paris,Vetements,Veste,2,29.68,0,CB,Site web,10.0,2.0,Livree
100764,2025-11-01,1753,Lyon,Beaute,Rouge a levres,5,23.35,5,PayPal,Site web,5.0,4.0,En cours
103265,2024-02-12,2204,Marseille,Maison,Lampe,3,27.59,5,PayPal,Site web,4.0,4.0,Livree
103311,2024-12-28,1316,Paris,Sport,Halteres,1,44.8,0,CB,Site web,11.0,5.0,Livree
101770,2025-09-24,1365,Lyon,Maison,Tapis,5,55.47,20,CB,Magasin,1.0,5.0,Livree
104610,2024-04-17,1164,Lille,Vetements,Baskets,2,41.01,5,CB,Application mobile,1.0,4.0,Livree
102734,2024-08-24,2151,Toulouse,Sport,Tapis de yoga,4,37.49,0,CB,Site web,1.0,4.0,En cours
100578,2024-07-25,1218,Paris,Sport,Velo,2,41.98,0,CB,Application mobile,12.0,4.0,Livree
101609,2025-08-21,2271,Toulouse,Livres,BD,1,12.05,10,CB,Application mobile,9.0,5.0,Livree
103587,2024-07-10,1909,Lille,Electronique,Ordinateur portable,3,212.42,0,PayPal,Site web,9.0,,Livree
102079,2025-08-28,2182,Strasbourg,Livres,BD,1,13.54,0,Virement,Application mobile,1.0,5.0,Retournee
104972,2025-04-11,1646,Paris,Vetements,Robe,4,35.95,20,Especes,Application mobile,5.0,1.0,Livree
103350,2025-12-10,1176,Nantes,Sport,Velo,2,66.45,10,Especes,Site web,4.0,4.0,Livree
103466,2024-01-21,1726,Marseille,Maison,Etagere,4,34.12,0,Especes,Application mobile,2.0,,Annulee
101798,2024-04-20,1843,Bordeaux,Electronique,Smartphone,2,353.31,0,Virement,Magasin,9.0,5.0,Retournee
104602,2025-11-02,2472,Nantes,Beaute,Parfum,3,15.58,5,PayPal,Site web,1.0,5.0,Livree
104713,2025-08-24,1554,Bordeaux,Electronique,Ordinateur portable,2,330.17,0,CB,Site web,13.0,4.0,Livree
101288,2025-06-12,1924,Marseille,Electronique,Tablette,4,288.01,5,Virement,Site web,5.0,4.0,Livree
100239,2025-08-20,1058,Nantes,Vetements,Baskets,1,53.65,30,CB,Site web,8.0,1.0,Livree
104135,2025-03-24,2002,Nantes,Electronique,Smartphone,2,220.81,20,CB,Magasin,6.0,5.0,Livree
101745,2024-09-01,1073,Lille,Beaute,Shampoing,1,22.59,10,Especes,Site web,1.0,5.0,Livree
104990,2025-12-20,1031,Toulouse,Electronique,Smartphone,5,328.92,30,Virement,Magasin,6.0,5.0,Livree
101599,2025-03-01,1405,Lyon,Maison,Etagere,2,49.83,0,CB,Application mobile,4.0,,Livree
103900,2024-03-21,2428,Marseille,Vetements,Baskets,2,32.33,15,CB,Application mobile,13.0,5.0,Livree
102527,2025-11-20,1015,Marseille,Electronique,Smartphone,1,375.06,30,PayPal,Site web,6.0,5.0,Livree
103105,2025-03-15,1167,Nantes,Beaute,Rouge a levres,4,24.34,0,CB,Application mobile,13.0,4.0,Livree
101778,2024-10-16,1345,Strasbourg,Vetements,Veste,1,30.2,30,PayPal,Site web,9.0,5.0,Livree
102572,2025-01-23,2235,Strasbourg,Sport,Montre connectee,3,55.65,15,CB,Magasin,3.0,3.0,Livree
100903,2024-11-08,2304,Strasbourg,Beaute,Serum,1,29.72,5,CB,Magasin,7.0,2.0,Annulee
101448,2024-08-14,1068,Bordeaux,Maison,Etagere,1,39.17,5,CB,Magasin,5.0,4.0,Livree
101869,2025-05-04,2418,Nantes,Electronique,Ordinateur portable,1,110.08,0,CB,Site web,1.0,4.0,Livree
101559,2025-02-26,2133,Strasbourg,Electronique,Casque audio,2,356.68,0,Especes,Application mobile,4.0,3.0,Livree
100555,2025-08-28,1797,Lyon,Vetements,Jean,2,39.16,10,CB,Site web,11.0,5.0,Livree
101311,2024-08-24,2071,Lille,Maison,Etagere,3,39.25,5,Especes,Magasin,8.0,4.0,Livree
100200,2024-12-15,2147,Bordeaux,Sport,Velo,2,48.85,20,PayPal,Magasin,14.0,,Livree
100803,2024-01-08,1354,Toulouse,Sport,Montre connectee,4,63.32,0,PayPal,Site web,10.0,5.0,Livree
102826,2025-07-05,1652,Marseille,Sport,Ballon,4,31.65,0,CB,Site web,11.0,5.0,Livree
104515,2024-05-29,2250,Lyon,Vetements,Veste,2,36.92,15,CB,Application mobile,4.0,4.0,Retournee
102540,2025-06-16,1903,Lille,Maison,Coussin,5,54.43,15,CB,Site web,13.0,5.0,Livree
102748,2025-05-29,1969,Nantes,Beaute,Creme visage,1,32.48,20,CB,Magasin,14.0,3.0,Livree
102526,2025-12-26,1554,Paris,Maison,Set de cuisine,4,48.93,10,PayPal,Magasin,8.0,5.0,En cours
100343,2025-10-08,2423,Marseille,Sport,Tapis de yoga,2,86.56,30,Especes,Site web,1.0,5.0,Annulee
101330,2025-02-28,1641,Toulouse,Beaute,Parfum,3,17.66,30,CB,Application mobile,9.0,3.0,Livree
103236,2025-09-01,1732,Bordeaux,Livres,Livre de cuisine,1,15.67,20,Virement,Site web,2.0,5.0,Livree
103220,2025-03-31,1446,Marseille,Sport,Halteres,2,,0,Virement,Site web,13.0,5.0,Livree
102915,2024-01-04,1944,Paris,Vetements,Baskets,1,26.24,10,CB,Site web,5.0,,Livree
104392,2024-07-25,1804,Nantes,Sport,Ballon,1,36.76,10,Virement,Site web,7.0,5.0,Livree
104907,2024-11-09,1561,Bordeaux,Electronique,Smartphone,2,154.73,5,CB,Application mobile,3.0,5.0,Livree
103264,2025-09-10,2336,Paris,Vetements,Baskets,1,20.85,20,CB,Application mobile,13.0,,Annulee
104523,2025-09-27,1492,Bordeaux,Sport,Tapis de yoga,1,66.53,0,Virement,Application mobile,5.0,,Livree
101940,2025-05-08,1684,Paris,Livres,Livre de cuisine,3,22.2,10,PayPal,Magasin,5.0,3.0,Livree
104618,2025-04-15,1195,Strasbourg,Electronique,Ordinateur portable,4,191.5,30,PayPal,Application mobile,1.0,5.0,Livree
101576,2024-07-23,2184,Strasbourg,Electronique,Smartphone,5,208.88,5,PayPal,Site web,2.0,3.0,Annulee
102405,2025-12-23,1705,Lille,Vetements,T-shirt,1,12.43,0,Especes,Site web,11.0,,Annulee
102191,2024-08-31,1446,Strasbourg,Maison,Lampe,1,35.06,0,PayPal,Magasin,10.0,3.0,Livree
100792,2025-09-03,1273,Paris,Vetements,Robe,2,29.76,30,CB,Application mobile,8.0,5.0,Livree
104089,2024-04-02,2035,,Maison,Coussin,2,44.16,15,Especes,Site web,11.0,4.0,Livree
103904,2025-10-07,1111,Nantes,Livres,Essai,1,17.18,0,CB,Application mobile,2.0,4.0,Livree
101540,2024-03-09,2469,Lille,Maison,Etagere,1,29.13,20,PayPal,Magasin,12.0,,Livree
101085,2025-02-07,1764,Lyon,Vetements,Veste,1,10.6,15,PayPal,Site web,5.0,4.0,Livree
102469,2025-11-01,1133,Strasbourg,Vetements,Baskets,5,39.11,10,PayPal,Site web,7.0,5.0,Annulee
101550,2024-10-19,1506,Lyon,Maison,Set de cuisine,2,55.95,0,CB,Magasin,10.0,4.0,Livree
104488,2024-08-16,2053,Lyon,Vetements,T-shirt,1,33.11,30,CB,Application mobile,2.0,3.0,Retournee
101122,2025-06-07,1681,Toulouse,Sport,Montre connectee,1,71.44,10,PayPal,Application mobile,9.0,3.0,En cours
104744,2024-01-28,1306,Strasbourg,Vetements,T-shirt,3,29.0,20,CB,Site web,14.0,,Annulee
104185,2025-08-14,2317,Toulouse,Sport,Tapis de yoga,3,59.75,10,PayPal,Application mobile,4.0,1.0,Livree
101804,2025-11-02,2436,Bordeaux,Electronique,Casque audio,2,396.27,5,Virement,Site web,4.0,4.0,Livree
101040,2024-01-10,1382,Toulouse,Sport,Halteres,2,40.49,0,CB,Site web,9.0,4.0,Livree
100011,2024-06-10,2310,Nantes,Beaute,Rouge a levres,2,18.92,0,Especes,Site web,12.0,3.0,Livree
103886,2024-03-30,1815,Lyon,Beaute,Serum,3,7.2,0,PayPal,Site web,9.0,4.0,Retournee
103597,2024-10-23,2468,Lyon,Beaute,Rouge a levres,3,18.07,0,PayPal,Site web,3.0,1.0,Livree
103555,2024-08-12,1653,Strasbourg,Electronique,Enceinte bluetooth,5,152.21,20,CB,Site web,13.0,,Annulee
104625,2025-09-15,1422,Nantes,Vetements,Baskets,1,13.84,20,CB,Site web,7.0,3.0,Livree
102280,2025-12-19,1723,Lille,Electronique,Ordinateur portable,2,113.92,30,CB,Site web,7.0,5.0,Livree
102728,2025-11-15,1260,Lille,Electronique,Enceinte bluetooth,3,97.36,30,Especes,Magasin,1.0,,Livree
103231,2025-01-28,1002,Strasbourg,Beaute,Creme visage,2,16.51,20,PayPal,Site web,13.0,3.0,En cours
100145,2025-12-18,1242,Toulouse,Electronique,Smartphone,1,276.59,10,CB,Site web,8.0,4.0,Livree
100311,2025-10-23,2327,Paris,Beaute,Parfum,1,14.65,0,Virement,Magasin,13.0,4.0,Livree
101043,2024-09-24,2483,Paris,Livres,Roman,1,9.41,10,PayPal,Magasin,4.0,,Livree
101450,2024-12-09,1340,Toulouse,Electronique,Ordinateur portable,1,346.81,15,PayPal,Site web,5.0,3.0,Livree
100487,2025-02-13,1016,Lille,Maison,Lampe,3,29.54,15,PayPal,Application mobile,5.0,4.0,Livree
101535,2025-08-06,2099,Lyon,Electronique,Tablette,5,30.46,5,CB,Site web,1.0,5.0,Livree
102411,2025-07-10,2118,Paris,Sport,Tapis de yoga,4,61.27,15,Especes,Magasin,2.0,5.0,Livree
102427,2024-10-05,1170,Strasbourg,Electronique,Enceinte bluetooth,4,276.22,30,CB,Site web,9.0,5.0,Livree
102737,2024-08-18,2329,Marseille,Electronique,Smartphone,4,182.7,20,CB,Site web,3.0,5.0,Livree
101221,2024-12-21,1826,Nantes,Sport,Ballon,4,58.5,20,CB,Application mobile,,1.0,Livree
100773,2025-07-14,2416,Paris,Sport,Montre connectee,2,61.02,15,CB,Site web,2.0,4.0,Livree
101237,2025-05-25,1922,Strasbourg,Electronique,Ordinateur portable,2,222.77,0,CB,Site web,4.0,5.0,En cours
101911,2025-01-06,1113,Toulouse,Sport,Halteres,1,78.58,5,Especes,Application mobile,8.0,3.0,Livree
103218,2024-11-28,1126,Bordeaux,Vetements,T-shirt,4,27.29,10,CB,Magasin,13.0,3.0,Livree
101287,2024-04-04,1324,Strasbourg,Electronique,Enceinte bluetooth,2,289.7,20,Especes,Site web,5.0,1.0,Livree
104435,2025-10-18,1172,Toulouse,Electronique,Enceinte bluetooth,1,163.75,5,CB,Application mobile,8.0,4.0,Retournee
100949,2025-07-02,1007,Bordeaux,Maison,Etagere,1,61.48,20,CB,Site web,8.0,1.0,Livree
104968,2025-07-25,2039,Bordeaux,Beaute,Rouge a levres,3,17.5,5,CB,Site web,5.0,3.0,Livree
100513,2024-09-07,1352,Lille,Livres,Manuel scolaire,5,13.23,0,PayPal,Site web,11.0,4.0,Livree
100633,2024-11-12,1737,Bordeaux,Sport,Halteres,1,93.69,0,CB,Application mobile,7.0,4.0,Livree
102220,2024-02-11,2281,Paris,Maison,Coussin,5,53.24,0,Especes,Application mobile,6.0,3.0,Livree
103145,2024-02-21,1952,Strasbourg,Vetements,Baskets,1,40.97,10,CB,Site web,13.0,5.0,Livree
104083,2024-11-01,1501,Lille,Electronique,Ordinateur portable,1,279.1,20,Virement,Magasin,4.0,,Livree
100917,2024-02-14,1579,Paris,Maison,Lampe,3,40.91,0,CB,Site web,13.0,4.0,Livree
104894,2024-02-01,2124,Bordeaux,Electronique,Casque audio,1,164.17,10,CB,Magasin,8.0,5.0,Livree
100713,2025-07-14,1246,Toulouse,Livres,Livre de cuisine,3,17.02,30,Especes,Application mobile,11.0,2.0,Livree
104723,2024-05-23,2351,Nantes,Maison,Etagere,2,75.6,10,CB,Application mobile,10.0,5.0,Livree
103713,2024-08-11,1902,Lyon,Vetements,Veste,1,15.42,0,PayPal,Magasin,11.0,2.0,Livree
101589,2024-08-31,2252,Paris,Vetements,Veste,1,27.91,15,PayPal,Site web,7.0,4.0,Livree
103482,2025-11-09,1019,Lille,Electronique,Tablette,3,157.94,0,CB,Application mobile,3.0,1.0,Livree
102339,2025-09-29,1187,Strasbourg,Vetements,Robe,1,50.32,0,PayPal,Site web,14.0,5.0,Livree
100907,2025-01-12,1327,Marseille,Maison,Set de cuisine,3,35.34,10,PayPal,Site web,5.0,5.0,Livree
104828,2025-07-17,2152,Toulouse,Vetements,Jean,1,34.56,20,CB,Site web,14.0,3.0,Livree
100571,2024-11-24,1296,Paris,Electronique,Casque audio,2,264.17,20,CB,Magasin,5.0,4.0,Annulee
102362,2025-03-10,2427,Lyon,Maison,Lampe,1,69.8,5,PayPal,Magasin,9.0,4.0,Retournee
104426,2025-12-23,1400,Lille,Maison,Coussin,4,31.53,30,CB,Site web,3.0,3.0,Retournee
101194,2025-03-31,2084,Bordeaux,Maison,Set de cuisine,2,49.83,5,PayPal,Site web,5.0,5.0,Annulee
104172,2024-11-02,2493,Nantes,Vetements,Veste,1,13.52,0,CB,Site web,6.0,4.0,Livree
101833,2024-04-14,1272,Lille,Sport,Ballon,1,104.13,10,CB,Site web,3.0,,Livree
101797,2024-08-25,1791,Marseille,Sport,Montre connectee,5,56.67,10,CB,Application mobile,,5.0,En cours
102587,2024-04-18,2035,Nantes,Vetements,Jean,5,42.24,10,Virement,Application mobile,13.0,4.0,En cours
104920,2024-08-12,1206,Paris,Electronique,Enceinte bluetooth,1,231.11,10,CB,Application mobile,9.0,4.0,Livree
103736,2025-05-24,1725,Paris,Beaute,Shampoing,3,16.56,0,Virement,Application mobile,1.0,4.0,Livree
104899,2024-12-06,2271,Nantes,Maison,Coussin,1,56.97,0,CB,Magasin,10.0,4.0,Livree
104832,2025-08-24,2229,Bordeaux,Beaute,Rouge a levres,1,12.28,20,Especes,Site web,9.0,,Annulee
103938,2024-12-18,1035,Bordeaux,Sport,Halteres,3,68.42,30,PayPal,Site web,3.0,4.0,Livree
101546,2024-11-27,1011,Paris,Beaute,Creme visage,3,11.17,0,PayPal,Site web,9.0,3.0,Livree
104856,2024-07-04,1659,Marseille,Sport,Montre connectee,4,68.89,10,CB,Site web,12.0,3.0,Livree
104413,2024-07-08,1690,Strasbourg,Electronique,Tablette,2,316.23,30,CB,Site web,7.0,5.0,Livree
104698,2025-09-08,1762,Paris,Livres,Manuel scolaire,4,17.2,15,CB,Site web,1.0,4.0,Annulee
101840,2024-03-03,1650,Strasbourg,Beaute,Rouge a levres,3,10.39,0,Virement,Magasin,11.0,3.0,Livree
100162,2024-02-12,1390,Lille,Livres,Manuel scolaire,2,17.41,0,CB,Magasin,14.0,4.0,En cours
101750,2025-04-29,1818,Lille,Electronique,Enceinte bluetooth,4,212.22,0,CB,Magasin,5.0,3.0,Livree
101643,2025-12-27,1755,Strasbourg,Vetements,Jean,3,33.78,0,CB,Site web,10.0,4.0,Livree
103752,2025-09-12,2274,Paris,Electronique,Smartphone,2,325.18,20,PayPal,Application mobile,12.0,4.0,En cours
